mask_x,mask_y,world_x_min,world_z_min,world_x_max_exclusive,world_z_max_exclusive,previous_rgba,proposed_tile_id,support,width_cells,biome,rationale,prior_nearest_distance_squared,prior_nearest_ties,previous_proposal,patch,category
1691,1216,112768,62208,112896,62336,0/0/0/0,T363,D++D-+H+V,2,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T363,147,ordinary_land
1692,1216,112896,62208,113024,62336,0/0/0/0,T364,D++D-+H,2,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,147,ordinary_land
1690,1217,112640,62336,112768,62464,0/0/0/0,T363,D++D-+H+V,2,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T363,147,ordinary_land
1691,1217,112768,62336,112896,62464,0/0/0/0,T363,D++D-+H+V,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T363,147,ordinary_land
1692,1217,112896,62336,113024,62464,0/0/0/0,T364,D++H,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T364,147,ordinary_land
1693,1217,113024,62336,113152,62464,0/0/0/0,T364,D++H,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,147,ordinary_land
1694,1217,113152,62336,113280,62464,0/0/0/0,T364,H,7,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,147,ordinary_land
1695,1217,113280,62336,113408,62464,0/0/0/0,T364,H,7,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,147,ordinary_land
1696,1217,113408,62336,113536,62464,0/0/0/0,T364,H,7,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,147,ordinary_land
1690,1218,112640,62464,112768,62592,0/0/0/0,T363,D++D-+H+V,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T363,147,ordinary_land
1691,1218,112768,62464,112896,62592,0/0/0/0,T363,D++H+V,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T363,147,ordinary_land
1692,1218,112896,62464,113024,62592,0/0/0/0,T364,D++H,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,,T364,147,ordinary_land
1693,1218,113024,62464,113152,62592,0/0/0/0,T364,D++H,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T364,147,ordinary_land
1694,1218,113152,62464,113280,62592,0/0/0/0,T364,D++H,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T364,147,ordinary_land
1695,1218,113280,62464,113408,62592,0/0/0/0,T364,H,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T364,147,ordinary_land
1696,1218,113408,62464,113536,62592,0/0/0/0,T364,H,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T364,147,ordinary_land
1697,1218,113536,62464,113664,62592,0/0/0/0,T364,H,8,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,147,ordinary_land
1690,1219,112640,62592,112768,62720,0/0/0/0,T363,D++H+V,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T363,147,ordinary_land
1691,1219,112768,62592,112896,62720,0/0/0/0,T363,D++H+V,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T363,147,ordinary_land
1692,1219,112896,62592,113024,62720,0/0/0/0,T364,D++H,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",9,T363|T364,T364,147,ordinary_land
1693,1219,113024,62592,113152,62720,0/0/0/0,T364,D++H,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",8,,T364,147,ordinary_land
1694,1219,113152,62592,113280,62720,0/0/0/0,T364,D++H,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,,T364,147,ordinary_land
1695,1219,113280,62592,113408,62720,0/0/0/0,T364,D++H,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T364,147,ordinary_land
1696,1219,113408,62592,113536,62720,0/0/0/0,T364,H,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,147,ordinary_land
1697,1219,113536,62592,113664,62720,0/0/0/0,T364,H,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,147,ordinary_land
1690,1220,112640,62720,112768,62848,0/0/0/0,T364,D++V,2,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,147,ordinary_land
1691,1220,112768,62720,112896,62848,0/0/0/0,T364,D++V,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T364,147,ordinary_land
1692,1220,112896,62720,113024,62848,0/0/0/0,T364,D+,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T364,147,ordinary_land
1693,1220,113024,62720,113152,62848,0/0/0/0,T364,D+,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T364,147,ordinary_land
1694,1220,113152,62720,113280,62848,0/0/0/0,T364,D+,4,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T364,147,ordinary_land
1695,1220,113280,62720,113408,62848,0/0/0/0,T364,D+,5,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,147,ordinary_land
1690,1221,112640,62848,112768,62976,0/0/0/0,T364,V,7,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,147,ordinary_land
1691,1221,112768,62848,112896,62976,0/0/0/0,T364,D++V,2,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T364,147,ordinary_land
1692,1221,112896,62848,113024,62976,0/0/0/0,T364,D+,3,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,147,ordinary_land
1693,1221,113024,62848,113152,62976,0/0/0/0,T364,D+,4,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,147,ordinary_land
1694,1221,113152,62848,113280,62976,0/0/0/0,T364,D+,5,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,147,ordinary_land
1690,1222,112640,62976,112768,63104,0/0/0/0,T364,V,7,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,147,ordinary_land
1691,1222,112768,62976,112896,63104,0/0/0/0,T364,V,8,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,147,ordinary_land
1690,1223,112640,63104,112768,63232,0/0/0/0,T364,V,7,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,147,ordinary_land
1691,1223,112768,63104,112896,63232,0/0/0/0,T364,V,8,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,147,ordinary_land
1681,1223,111488,63104,111616,63232,0/0/0/0,T363,H,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T363,148,ordinary_land
1682,1223,111616,63104,111744,63232,0/0/0/0,T363,H,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T363,148,ordinary_land
1683,1223,111744,63104,111872,63232,0/0/0/0,T363,H,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,,T363,148,ordinary_land
1684,1223,111872,63104,112000,63232,0/0/0/0,T363,H,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",8,,T363,148,ordinary_land
1685,1223,112000,63104,112128,63232,0/0/0/0,T364,H,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",13,T363|T364,T364,148,ordinary_land
1686,1223,112128,63104,112256,63232,0/0/0/0,T364,H,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",9,,T364,148,ordinary_land
1687,1223,112256,63104,112384,63232,0/0/0/0,T364,H,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T364,148,ordinary_land
1688,1223,112384,63104,112512,63232,0/0/0/0,T364,H,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,148,ordinary_land
1682,1224,111616,63232,111744,63360,0/0/0/0,T363,H,7,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T363,148,ordinary_land
1683,1224,111744,63232,111872,63360,0/0/0/0,T363,H,7,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T363,148,ordinary_land
1684,1224,111872,63232,112000,63360,0/0/0/0,T364,H,7,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,T363|T364,T364,148,ordinary_land
1685,1224,112000,63232,112128,63360,0/0/0/0,T364,H,7,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",8,,T364,148,ordinary_land
1686,1224,112128,63232,112256,63360,0/0/0/0,T364,H,7,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,,T364,148,ordinary_land
1687,1224,112256,63232,112384,63360,0/0/0/0,T364,H,7,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T364,148,ordinary_land
1688,1224,112384,63232,112512,63360,0/0/0/0,T364,H,7,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,148,ordinary_land
1683,1225,111744,63360,111872,63488,0/0/0/0,T364,H,6,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,T363|T364,T364,148,ordinary_land
1684,1225,111872,63360,112000,63488,0/0/0/0,T364,H,6,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T364,148,ordinary_land
1685,1225,112000,63360,112128,63488,0/0/0/0,T364,H,6,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,,T364,148,ordinary_land
1686,1225,112128,63360,112256,63488,0/0/0/0,T364,H,6,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T364,148,ordinary_land
1687,1225,112256,63360,112384,63488,0/0/0/0,T364,H,6,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,148,ordinary_land
1688,1225,112384,63360,112512,63488,0/0/0/0,T364,H,6,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,148,ordinary_land
1674,1233,110592,64384,110720,64512,0/0/0/0,T364,V,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",10,,T364,152,ordinary_land
1674,1234,110592,64512,110720,64640,0/0/0/0,T364,V,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,,T364,152,ordinary_land
1674,1235,110592,64640,110720,64768,0/0/0/0,T364,V,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T364,152,ordinary_land
1674,1236,110592,64768,110720,64896,0/0/0/0,T364,V,8,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,152,ordinary_land
1649,1247,107392,66176,107520,66304,0/0/0/0,T399,D+,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T399,155,ordinary_land
1292,1271,61696,69248,61824,69376,0/0/0/0,T404,junction,5,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T404,156,ordinary_land
1292,1272,61696,69376,61824,69504,0/0/0/0,T404,junction,4,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T404,156,ordinary_land
1293,1272,61824,69376,61952,69504,0/0/0/0,T404,D++H,5,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T404,156,ordinary_land
1294,1272,61952,69376,62080,69504,0/0/0/0,T404,H,6,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T404,156,ordinary_land
1295,1272,62080,69376,62208,69504,0/0/0/0,T411,H,6,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T411,156,ordinary_land
1296,1272,62208,69376,62336,69504,0/0/0/0,T411,H,6,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T411,156,ordinary_land
1297,1272,62336,69376,62464,69504,0/0/0/0,T411,H,6,whiteMountainsFoothills,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T411,156,ordinary_land
1293,1273,61824,69504,61952,69632,0/0/0/0,T404,D++H,4,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T404,156,ordinary_land
1294,1273,61952,69504,62080,69632,0/0/0/0,T404,D++H,4,whiteMountainsFoothills,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T404,156,ordinary_land
1295,1273,62080,69504,62208,69632,0/0/0/0,T411,H,4,whiteMountainsFoothills,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T411,156,ordinary_land
1296,1273,62208,69504,62336,69632,0/0/0/0,T411,H,4,whiteMountainsFoothills,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T411,156,ordinary_land
2560,1311,224000,74368,224128,74496,0/0/0/0,T432,V,8,redMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,,T432,158,ordinary_land
2560,1312,224000,74496,224128,74624,0/0/0/0,T432,V,8,redMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",8,,T432,158,ordinary_land
2560,1313,224000,74624,224128,74752,0/0/0/0,T432,V,8,redMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,,T432,158,ordinary_land
2560,1314,224000,74752,224128,74880,0/0/0/0,T432,V,8,redMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T432,158,ordinary_land
2560,1315,224000,74880,224128,75008,0/0/0/0,T432,V,8,redMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,T401|T432,T432,158,ordinary_land
866,1312,7168,74496,7296,74624,0/0/0/0,T360,V,7,whiteMountainsFoothills,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T360,159,ordinary_land
867,1312,7296,74496,7424,74624,0/0/0/0,T360,V,8,whiteMountainsFoothills,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T360,159,ordinary_land
866,1313,7168,74624,7296,74752,0/0/0/0,T360,V,7,whiteMountainsFoothills,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T360,159,ordinary_land
867,1313,7296,74624,7424,74752,0/0/0/0,T360,V,8,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T360,159,ordinary_land
866,1314,7168,74752,7296,74880,0/0/0/0,T360,V,7,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T360,159,ordinary_land
867,1314,7296,74752,7424,74880,0/0/0/0,T360,V,8,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,,T360,159,ordinary_land
866,1315,7168,74880,7296,75008,0/0/0/0,T360,V,7,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,,T360,159,ordinary_land
867,1315,7296,74880,7424,75008,0/0/0/0,T360,V,8,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",8,,T360,159,ordinary_land
866,1316,7168,75008,7296,75136,0/0/0/0,T360,V,7,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,,T360,159,ordinary_land
867,1316,7296,75008,7424,75136,0/0/0/0,T360,V,8,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",8,,T360,159,ordinary_land
866,1317,7168,75136,7296,75264,0/0/0/0,T360,V,7,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T360,159,ordinary_land
867,1317,7296,75136,7424,75264,0/0/0/0,T360,V,8,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,T360|T419,T360,159,ordinary_land
866,1318,7168,75264,7296,75392,0/0/0/0,T360,H+V,7,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,T360|T419,T360,159,ordinary_land
867,1318,7296,75264,7424,75392,0/0/0/0,T419,H+V,8,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T419,159,ordinary_land
868,1318,7424,75264,7552,75392,0/0/0/0,T419,H,8,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,,T419,159,ordinary_land
869,1318,7552,75264,7680,75392,0/0/0/0,T419,H,8,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",8,,T419,159,ordinary_land
870,1318,7680,75264,7808,75392,0/0/0/0,T419,H,8,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",8,,T419,159,ordinary_land
871,1318,7808,75264,7936,75392,0/0/0/0,T419,H,8,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,,T419,159,ordinary_land
872,1318,7936,75264,8064,75392,0/0/0/0,T419,H,8,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T419,159,ordinary_land
873,1318,8064,75264,8192,75392,0/0/0/0,T419,H,8,whiteMountainsFoothills,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T419,159,ordinary_land
867,1319,7296,75392,7424,75520,0/0/0/0,T419,V,8,whiteMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T419,159,ordinary_land
2556,1314,223488,74752,223616,74880,0/0/0/0,T432,D+,4,redMountainsFoothills,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T432,160,ordinary_land
2557,1315,223616,74880,223744,75008,0/0/0/0,T432,D+,4,redMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T432,161,ordinary_land
1892,1316,138496,75008,138624,75136,0/0/0/0,T400,D+,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T400,162,ordinary_land
1893,1316,138624,75008,138752,75136,0/0/0/0,T400,D+,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T400,162,ordinary_land
1893,1317,138624,75136,138752,75264,0/0/0/0,T400,D+,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T400,162,ordinary_land
1894,1317,138752,75136,138880,75264,0/0/0/0,T400,D+,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T400,162,ordinary_land
1894,1318,138752,75264,138880,75392,0/0/0/0,T400,D+,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",9,,T400,162,ordinary_land
1895,1318,138880,75264,139008,75392,0/0/0/0,T400,D+,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T400,162,ordinary_land
1895,1319,138880,75392,139008,75520,0/0/0/0,T400,D+,5,mordorMountains,no nearby map transition,4,,T400,162,ordinary_land
1896,1319,139008,75392,139136,75520,0/0/0/0,T400,D+,4,mordorMountains,no nearby map transition,1,,T400,162,ordinary_land
1896,1320,139008,75520,139136,75648,0/0/0/0,T420,D+,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T420,162,ordinary_land
2558,1316,223744,75008,223872,75136,0/0/0/0,T401,D++H,1,redMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,T401|T432,T401,163,ordinary_land
2559,1317,223872,75136,224000,75264,0/0/0/0,T401,D++H,1,redMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,T401|T432,T401,164,ordinary_land
1481,1387,85888,84096,86016,84224,0/0/0/0,T435,D-,4,mordorMountains,no nearby map transition,1,,T435,165,ordinary_land
1482,1387,86016,84096,86144,84224,0/0/0/0,T654,D-,5,mordorMountains,no nearby map transition,1,,T654,165,ordinary_land
1481,1388,85888,84224,86016,84352,0/0/0/0,T435,D-,5,mordorMountains,no nearby map transition,4,,T435,165,ordinary_land
2763,1392,249984,84736,250112,84864,0/0/0/0,T401,D+,5,windMountainsFoothills,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T401,166,ordinary_land
2763,1393,249984,84864,250112,84992,0/0/0/0,T401,D+,4,windMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T401,166,ordinary_land
2764,1393,250112,84864,250240,84992,0/0/0/0,T401,D+,5,windMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T401,166,ordinary_land
2764,1394,250112,84992,250240,85120,0/0/0/0,T401,D+,4,windMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T401,166,ordinary_land
2765,1394,250240,84992,250368,85120,0/0/0/0,T401,D+,5,windMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T401,166,ordinary_land
1596,1421,100608,88448,100736,88576,0/0/0/0,T654,D-,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T654,167,ordinary_land
1576,1422,98048,88576,98176,88704,0/0/0/0,T654,D-,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T654,168,ordinary_land
1577,1422,98176,88576,98304,88704,0/0/0/0,T654,D-,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T654,168,ordinary_land
1575,1423,97920,88704,98048,88832,0/0/0/0,T654,D-,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T654,168,ordinary_land
1576,1423,98048,88704,98176,88832,0/0/0/0,T654,D-,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T654,168,ordinary_land
1574,1424,97792,88832,97920,88960,0/0/0/0,T654,D-,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T654,168,ordinary_land
1575,1424,97920,88832,98048,88960,0/0/0/0,T654,D-,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",9,,T654,168,ordinary_land
1573,1425,97664,88960,97792,89088,0/0/0/0,T654,D-,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T654,168,ordinary_land
1574,1425,97792,88960,97920,89088,0/0/0/0,T654,D-,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T654,168,ordinary_land
1573,1426,97664,89088,97792,89216,0/0/0/0,T444,D-,5,mordorMountains,no nearby map transition,1,,T444,168,ordinary_land
1579,1422,98432,88576,98560,88704,0/0/0/0,T654,D+,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T654,169,ordinary_land
1580,1422,98560,88576,98688,88704,0/0/0/0,T654,D+,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T654,169,ordinary_land
1580,1423,98560,88704,98688,88832,0/0/0/0,T654,D+,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T654,169,ordinary_land
1581,1423,98688,88704,98816,88832,0/0/0/0,T654,D+,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T654,169,ordinary_land
1581,1424,98688,88832,98816,88960,0/0/0/0,T654,D+,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",9,,T654,169,ordinary_land
1582,1424,98816,88832,98944,88960,0/0/0/0,T654,D+,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T654,169,ordinary_land
1582,1425,98816,88960,98944,89088,0/0/0/0,T654,D+,5,mordorMountains,no nearby map transition,4,,T654,169,ordinary_land
1583,1425,98944,88960,99072,89088,0/0/0/0,T654,D+,4,mordorMountains,no nearby map transition,1,,T654,169,ordinary_land
1583,1426,98944,89088,99072,89216,0/0/0/0,T444,D+,5,mordorMountains,no nearby map transition,1,,T444,169,ordinary_land
1592,1425,100096,88960,100224,89088,0/0/0/0,T654,D-,5,mordorMountains,no nearby map transition,1,,T654,170,ordinary_land
1555,1426,95360,89088,95488,89216,0/0/0/0,T444,D-,4,mordorMountains,no nearby map transition,1,,T444,171,ordinary_land
1552,1429,94976,89472,95104,89600,0/0/0/0,T444,D-,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T444,172,ordinary_land
2657,1517,236416,100736,236544,100864,0/0/0/0,T451,D+,5,rhunForest,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T451,173,ordinary_land
2360,1719,198400,126592,198528,126720,0/0/0/0,T468,H,8,windMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T468,181,ordinary_land
2361,1719,198528,126592,198656,126720,0/0/0/0,T468,H,8,windMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T468,181,ordinary_land
2362,1719,198656,126592,198784,126720,0/0/0/0,T468,H,8,windMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T468,181,ordinary_land
2363,1719,198784,126592,198912,126720,0/0/0/0,T471,H,8,windMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T471,181,ordinary_land
2364,1719,198912,126592,199040,126720,0/0/0/0,T471,H,8,windMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T471,181,ordinary_land
2365,1719,199040,126592,199168,126720,0/0/0/0,T471,H,8,windMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T471,181,ordinary_land
2366,1719,199168,126592,199296,126720,0/0/0/0,T471,H,8,windMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T471,181,ordinary_land
2367,1719,199296,126592,199424,126720,0/0/0/0,T471,H,8,windMountainsFoothills,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T471,181,ordinary_land
942,1885,16896,147840,17024,147968,0/0/0/0,T488,D+,5,haradMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T488,186,ordinary_land
943,1885,17024,147840,17152,147968,0/0/0/0,T488,D+,4,haradMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T488,186,ordinary_land
944,1885,17152,147840,17280,147968,0/0/0/0,T488,D+,3,haradMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T488,186,ordinary_land
943,1886,17024,147968,17152,148096,0/0/0/0,T488,D+,5,haradMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T488,186,ordinary_land
944,1886,17152,147968,17280,148096,0/0/0/0,T488,D+,4,haradMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,,T488,186,ordinary_land
945,1886,17280,147968,17408,148096,0/0/0/0,T488,D+,3,haradMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T488,186,ordinary_land
944,1887,17152,148096,17280,148224,0/0/0/0,T488,D+,5,haradMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",9,,T488,186,ordinary_land
945,1887,17280,148096,17408,148224,0/0/0/0,T488,D+,4,haradMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T488,186,ordinary_land
946,1887,17408,148096,17536,148224,0/0/0/0,T488,D+,3,haradMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T488,186,ordinary_land
945,1888,17280,148224,17408,148352,0/0/0/0,T487,D+,5,haradMountains,no nearby map transition,4,,T487,186,ordinary_land
946,1888,17408,148224,17536,148352,0/0/0/0,T487,D+,4,haradMountains,no nearby map transition,1,,T487,186,ordinary_land
946,1889,17408,148352,17536,148480,0/0/0/0,T487,D+,5,haradMountains,no nearby map transition,1,,T487,186,ordinary_land
892,2361,10496,208768,10624,208896,0/0/0/0,T542,V,8,haradMountains,no nearby map transition,1,,T542,189,ordinary_land
892,2362,10496,208896,10624,209024,0/0/0/0,T542,V,8,haradMountains,no nearby map transition,1,,T542,189,ordinary_land
1550,2523,94720,229504,94848,229632,0/0/0/0,T550,D+,5,farHaradArid,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T550,197,ordinary_land
1551,2523,94848,229504,94976,229632,0/0/0/0,T550,D+,4,farHaradArid,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T550,197,ordinary_land
