mask_x,mask_y,world_x_min,world_z_min,world_x_max_exclusive,world_z_max_exclusive,previous_rgba,proposed_rgba,from_tile,to_tile,segment,biome,rationale
681,461,-16512,-34432,-16384,-34304,0/0/33/255,0/0/30/255,T033,T030,S0001,forodwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1235,2474,54400,223232,54528,223360,0/2/41/255,0/2/40/255,T553,T552,S1361,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1235,2475,54400,223360,54528,223488,0/2/41/255,0/2/40/255,T553,T552,S1361,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1643,2475,106624,223360,106752,223488,0/2/45/255,0/2/42/255,T557,T554,S1363,farHaradForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1235,2476,54400,223488,54528,223616,0/2/41/255,0/2/40/255,T553,T552,S1361,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1637,2477,105856,223616,105984,223744,0/2/42/255,0/2/45/255,T554,T557,S1364,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1841,2478,131968,223744,132096,223872,0/2/37/255,0/2/39/255,T549,T551,S1365,halfTrollForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1633,2479,105344,223872,105472,224000,0/2/45/255,0/2/42/255,T557,T554,S1366,farHaradForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1628,2482,104704,224256,104832,224384,0/2/42/255,0/2/45/255,T554,T557,S1367,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1839,2482,131712,224256,131840,224384,0/2/37/255,0/2/39/255,T549,T551,S1368,halfTrollForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1235,2483,54400,224384,54528,224512,0/2/41/255,0/2/40/255,T553,T552,S1369,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1627,2483,104576,224384,104704,224512,0/2/42/255,0/2/45/255,T554,T557,S1367,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1838,2483,131584,224384,131712,224512,0/2/39/255,0/2/37/255,T551,T549,S1368,pertorogwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1836,2488,131328,225024,131456,225152,0/2/39/255,0/2/37/255,T551,T549,S1370,pertorogwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1836,2489,131328,225152,131456,225280,0/2/39/255,0/2/37/255,T551,T549,S1370,pertorogwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1835,2492,131200,225536,131328,225664,0/2/37/255,0/2/39/255,T549,T551,S1371,halfTrollForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1234,2493,54272,225664,54400,225792,0/2/41/255,0/2/40/255,T553,T552,S1372,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1835,2493,131200,225664,131328,225792,0/2/37/255,0/2/39/255,T549,T551,S1371,halfTrollForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1234,2494,54272,225792,54400,225920,0/2/41/255,0/2/40/255,T553,T552,S1372,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1234,2495,54272,225920,54400,226048,0/2/41/255,0/2/40/255,T553,T552,S1372,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1234,2496,54272,226048,54400,226176,0/2/41/255,0/2/40/255,T553,T552,S1372,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1234,2497,54272,226176,54400,226304,0/2/41/255,0/2/40/255,T553,T552,S1372,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1234,2498,54272,226304,54400,226432,0/2/41/255,0/2/40/255,T553,T552,S1372,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1634,2498,105472,226304,105600,226432,0/2/42/255,0/2/45/255,T554,T557,S1373,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1635,2498,105600,226304,105728,226432,0/2/42/255,0/2/45/255,T554,T557,S1373,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1636,2498,105728,226304,105856,226432,0/2/42/255,0/2/45/255,T554,T557,S1373,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1234,2499,54272,226432,54400,226560,0/2/41/255,0/2/40/255,T553,T552,S1372,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1638,2500,105984,226560,106112,226688,0/2/42/255,0/2/45/255,T554,T557,S1374,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1638,2501,105984,226688,106112,226816,0/2/42/255,0/2/45/255,T554,T557,S1374,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1638,2502,105984,226816,106112,226944,0/2/42/255,0/2/45/255,T554,T557,S1374,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1637,2504,105856,227072,105984,227200,0/2/42/255,0/2/45/255,T554,T557,S1375,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1838,2504,131584,227072,131712,227200,0/2/37/255,0/2/39/255,T549,T551,S1376,halfTrollForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1235,2505,54400,227200,54528,227328,0/2/41/255,0/2/40/255,T553,T552,S1377,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1637,2505,105856,227200,105984,227328,0/2/42/255,0/2/45/255,T554,T557,S1375,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1839,2505,131712,227200,131840,227328,0/2/37/255,0/2/39/255,T549,T551,S1376,halfTrollForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1637,2506,105856,227328,105984,227456,0/2/42/255,0/2/45/255,T554,T557,S1375,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1637,2507,105856,227456,105984,227584,0/2/42/255,0/2/45/255,T554,T557,S1375,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1637,2508,105856,227584,105984,227712,0/2/42/255,0/2/45/255,T554,T557,S1375,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1637,2509,105856,227712,105984,227840,0/2/42/255,0/2/45/255,T554,T557,S1375,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1235,2510,54400,227840,54528,227968,0/2/41/255,0/2/40/255,T553,T552,S1378,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1636,2510,105728,227840,105856,227968,0/2/42/255,0/2/45/255,T554,T557,S1375,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1842,2510,132096,227840,132224,227968,0/2/39/255,0/2/37/255,T551,T549,S1379,pertorogwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1234,2512,54272,228096,54400,228224,0/2/40/255,0/2/41/255,T552,T553,S1380,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1233,2513,54144,228224,54272,228352,0/2/40/255,0/2/41/255,T552,T553,S1380,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1232,2514,54016,228352,54144,228480,0/2/40/255,0/2/41/255,T552,T553,S1380,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1231,2515,53888,228480,54016,228608,0/2/40/255,0/2/41/255,T552,T553,S1380,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1630,2516,104960,228608,105088,228736,0/2/42/255,0/2/45/255,T554,T557,S1381,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1229,2519,53632,228992,53760,229120,0/2/40/255,0/2/41/255,T552,T553,S1382,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1229,2520,53632,229120,53760,229248,0/2/40/255,0/2/41/255,T552,T553,S1382,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1229,2521,53632,229248,53760,229376,0/2/40/255,0/2/41/255,T552,T553,S1382,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1630,2521,104960,229248,105088,229376,0/2/45/255,0/2/42/255,T557,T554,S1383,farHaradForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1631,2522,105088,229376,105216,229504,0/2/45/255,0/2/42/255,T557,T554,S1383,farHaradForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1633,2523,105344,229504,105472,229632,0/2/45/255,0/2/42/255,T557,T554,S1384,farHaradForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1634,2523,105472,229504,105600,229632,0/2/45/255,0/2/42/255,T557,T554,S1384,farHaradForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1635,2523,105600,229504,105728,229632,0/2/45/255,0/2/42/255,T557,T554,S1384,farHaradForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1228,2524,53504,229632,53632,229760,0/2/40/255,0/2/41/255,T552,T553,S1385,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1637,2524,105856,229632,105984,229760,0/2/42/255,0/2/45/255,T554,T557,S1386,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1638,2524,105984,229632,106112,229760,0/2/42/255,0/2/45/255,T554,T557,S1386,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1639,2524,106112,229632,106240,229760,0/2/42/255,0/2/45/255,T554,T557,S1386,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1228,2525,53504,229760,53632,229888,0/2/40/255,0/2/41/255,T552,T553,S1385,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1639,2525,106112,229760,106240,229888,0/2/42/255,0/2/45/255,T554,T557,S1386,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1228,2526,53504,229888,53632,230016,0/2/40/255,0/2/41/255,T552,T553,S1385,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1639,2526,106112,229888,106240,230016,0/2/42/255,0/2/45/255,T554,T557,S1386,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1639,2527,106112,230016,106240,230144,0/2/42/255,0/2/45/255,T554,T557,S1386,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1848,2527,132864,230016,132992,230144,0/2/37/255,0/2/39/255,T549,T551,S1387,halfTrollForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1639,2528,106112,230144,106240,230272,0/2/42/255,0/2/45/255,T554,T557,S1386,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1639,2529,106112,230272,106240,230400,0/2/42/255,0/2/45/255,T554,T557,S1386,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1222,2532,52736,230656,52864,230784,0/2/41/255,0/2/40/255,T553,T552,S1388,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1218,2533,52224,230784,52352,230912,0/2/40/255,0/2/41/255,T552,T553,S1389,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1209,2534,51072,230912,51200,231040,0/2/41/255,0/2/40/255,T553,T552,S1390,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1210,2534,51200,230912,51328,231040,0/2/41/255,0/2/40/255,T553,T552,S1390,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1211,2534,51328,230912,51456,231040,0/2/41/255,0/2/40/255,T553,T552,S1390,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1212,2534,51456,230912,51584,231040,0/2/41/255,0/2/40/255,T553,T552,S1390,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1208,2535,50944,231040,51072,231168,0/2/41/255,0/2/40/255,T553,T552,S1390,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1641,2536,106368,231168,106496,231296,0/2/42/255,0/2/45/255,T554,T557,S1391,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1641,2537,106368,231296,106496,231424,0/2/42/255,0/2/45/255,T554,T557,S1391,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1641,2538,106368,231424,106496,231552,0/2/42/255,0/2/45/255,T554,T557,S1391,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1641,2539,106368,231552,106496,231680,0/2/42/255,0/2/45/255,T554,T557,S1391,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1641,2540,106368,231680,106496,231808,0/2/42/255,0/2/45/255,T554,T557,S1391,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1206,2541,50688,231808,50816,231936,0/2/40/255,0/2/41/255,T552,T553,S1392,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1641,2541,106368,231808,106496,231936,0/2/42/255,0/2/45/255,T554,T557,S1391,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1641,2542,106368,231936,106496,232064,0/2/42/255,0/2/45/255,T554,T557,S1391,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1641,2543,106368,232064,106496,232192,0/2/42/255,0/2/45/255,T554,T557,S1391,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1641,2544,106368,232192,106496,232320,0/2/42/255,0/2/45/255,T554,T557,S1391,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1207,2547,50816,232576,50944,232704,0/2/40/255,0/2/41/255,T552,T553,S1393,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1844,2547,132352,232576,132480,232704,0/2/61/255,0/2/52/255,T573,T564,S1394,pertorogwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1207,2548,50816,232704,50944,232832,0/2/40/255,0/2/41/255,T552,T553,S1393,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1845,2548,132480,232704,132608,232832,0/2/61/255,0/2/52/255,T573,T564,S1394,pertorogwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1207,2549,50816,232832,50944,232960,0/2/40/255,0/2/41/255,T552,T553,S1393,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1207,2550,50816,232960,50944,233088,0/2/40/255,0/2/41/255,T552,T553,S1393,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1207,2551,50816,233088,50944,233216,0/2/40/255,0/2/41/255,T552,T553,S1393,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1846,2551,132608,233088,132736,233216,0/2/61/255,0/2/52/255,T573,T564,S1395,pertorogwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1207,2552,50816,233216,50944,233344,0/2/40/255,0/2/41/255,T552,T553,S1393,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1650,2552,107520,233216,107648,233344,0/2/45/255,0/2/42/255,T557,T554,S1396,farHaradForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1651,2552,107648,233216,107776,233344,0/2/45/255,0/2/42/255,T557,T554,S1396,farHaradForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1652,2552,107776,233216,107904,233344,0/2/45/255,0/2/42/255,T557,T554,S1396,farHaradForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1653,2552,107904,233216,108032,233344,0/2/45/255,0/2/42/255,T557,T554,S1396,farHaradForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1654,2552,108032,233216,108160,233344,0/2/45/255,0/2/42/255,T557,T554,S1396,farHaradForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1655,2552,108160,233216,108288,233344,0/2/45/255,0/2/42/255,T557,T554,S1396,farHaradForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1847,2553,132736,233344,132864,233472,0/2/61/255,0/2/52/255,T573,T564,S1397,pertorogwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1203,2554,50304,233472,50432,233600,0/2/41/255,0/2/40/255,T553,T552,S1398,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1204,2554,50432,233472,50560,233600,0/2/41/255,0/2/40/255,T553,T552,S1398,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1205,2554,50560,233472,50688,233600,0/2/41/255,0/2/40/255,T553,T552,S1398,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1196,2555,49408,233600,49536,233728,0/2/41/255,0/2/40/255,T553,T552,S1399,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1848,2555,132864,233600,132992,233728,0/2/61/255,0/2/52/255,T573,T564,S1400,pertorogwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1849,2556,132992,233728,133120,233856,0/2/61/255,0/2/52/255,T573,T564,S1400,pertorogwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1142,2557,42496,233856,42624,233984,0/2/41/255,0/2/40/255,T553,T552,S1401,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1117,2558,39296,233984,39424,234112,0/2/41/255,0/2/40/255,T553,T552,S1402,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1128,2558,40704,233984,40832,234112,0/2/41/255,0/2/40/255,T553,T552,S1403,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1129,2558,40832,233984,40960,234112,0/2/41/255,0/2/40/255,T553,T552,S1403,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1139,2558,42112,233984,42240,234112,0/2/41/255,0/2/40/255,T553,T552,S1404,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1153,2558,43904,233984,44032,234112,0/2/40/255,0/2/41/255,T552,T553,S1405,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1154,2558,44032,233984,44160,234112,0/2/40/255,0/2/41/255,T552,T553,S1405,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1155,2558,44160,233984,44288,234112,0/2/40/255,0/2/41/255,T552,T553,S1405,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1156,2558,44288,233984,44416,234112,0/2/40/255,0/2/41/255,T552,T553,S1405,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1157,2558,44416,233984,44544,234112,0/2/40/255,0/2/41/255,T552,T553,S1405,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1166,2558,45568,233984,45696,234112,0/2/41/255,0/2/40/255,T553,T552,S1406,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1193,2558,49024,233984,49152,234112,0/2/41/255,0/2/40/255,T553,T552,S1407,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1190,2559,48640,234112,48768,234240,0/2/40/255,0/2/41/255,T552,T553,S1408,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1169,2560,45952,234240,46080,234368,0/2/41/255,0/2/40/255,T553,T552,S1409,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1109,2561,38272,234368,38400,234496,0/2/41/255,0/2/40/255,T553,T552,S1410,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1112,2561,38656,234368,38784,234496,0/2/40/255,0/2/41/255,T552,T553,S1411,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1113,2561,38784,234368,38912,234496,0/2/40/255,0/2/41/255,T552,T553,S1411,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1171,2561,46208,234368,46336,234496,0/2/40/255,0/2/41/255,T552,T553,S1412,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1172,2561,46336,234368,46464,234496,0/2/40/255,0/2/41/255,T552,T553,S1412,farHaradCloudForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1177,2561,46976,234368,47104,234496,0/2/41/255,0/2/40/255,T553,T552,S1413,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1850,2561,133120,234368,133248,234496,0/2/61/255,0/2/52/255,T573,T564,S1414,pertorogwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1849,2570,132992,235520,133120,235648,0/2/61/255,0/2/52/255,T573,T564,S1416,pertorogwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1850,2572,133120,235776,133248,235904,0/2/61/255,0/2/52/255,T573,T564,S1417,pertorogwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1838,2575,131584,236160,131712,236288,0/2/57/255,0/2/61/255,T569,T573,S1418,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1852,2575,133376,236160,133504,236288,0/2/61/255,0/2/52/255,T573,T564,S1419,pertorogwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1838,2576,131584,236288,131712,236416,0/2/57/255,0/2/61/255,T569,T573,S1418,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1838,2577,131584,236416,131712,236544,0/2/57/255,0/2/61/255,T569,T573,S1418,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1838,2578,131584,236544,131712,236672,0/2/57/255,0/2/61/255,T569,T573,S1418,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1838,2579,131584,236672,131712,236800,0/2/57/255,0/2/61/255,T569,T573,S1418,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1838,2580,131584,236800,131712,236928,0/2/57/255,0/2/61/255,T569,T573,S1418,farHarad,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1856,2581,133888,236928,134016,237056,0/2/61/255,0/2/52/255,T573,T564,S1420,pertorogwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1856,2582,133888,237056,134016,237184,0/2/61/255,0/2/52/255,T573,T564,S1420,pertorogwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1856,2583,133888,237184,134016,237312,0/2/61/255,0/2/52/255,T573,T564,S1420,pertorogwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
